Frequency (Hz),Channel 1 (V),Phase (deg)
3.295333095831849,0.0004601732010777992,-37.43749698189984
3.384396152475953,0.0003753061270682916,146.1468890710114
3.473459209120057,0.000171185985399567,-6.165552680064128
3.562522265764161,0.0001294613986177207,-107.9190772909298
3.651585322408265,0.0001100879584677625,73.84781174032004
3.740648379052369,4.183487271243544e-05,-81.56225568760384
3.829711435696473,5.343415575256923e-05,164.9462551793739
3.918774492340577,4.955942433087239e-05,56.33009783173775
4.007837548984681,8.363875700356565e-05,-135.4070452612396
4.096900605628785,0.0001585166529000387,-4.523958976032783
4.185963662272889,0.0002279202652563427,161.2973068070022
4.275026718916994,0.0002417076714006403,-22.65345775925171
4.364089775561097,0.0002074568222593209,160.062534621655
4.453152832205201,0.0001368780758245803,-14.93125788843618
4.542215888849305,6.487512128710607e-05,-171.9108299968829
4.631278945493409,7.210234764664969e-05,84.54586323084851
4.720342002137513,8.183837843009546e-05,-64.82344686524159
4.809405058781618,5.10417668425923e-05,164.2793668616954
4.898468115425722,4.910691845457388e-05,30.57535265045325
4.987531172069826,5.605624174028735e-05,-123.356523762972
5.07659422871393,8.846568659743691e-05,64.09054858175571
5.165657285358034,0.0001080392517434879,-135.3102198532863
5.254720342002137,0.0001259809194364281,22.55310201093068
5.343783398646241,0.0001360963678636376,-165.1006410412529
5.432846455290345,0.0001222105772584336,13.64163148351748
5.521909511934449,8.298219579676763e-05,-155.3020593882292
5.610972568578553,4.142413339481155e-05,49.02983909365287
5.700035625222657,2.124023523555815e-05,-75.24385351294512
5.789098681866761,3.324676571338823e-05,154.9505109855333
5.878161738510865,3.699973649026504e-05,23.36632764884028
5.96722479515497,4.89143675652895e-05,-109.0518818708486
6.056287851799074,5.096936027637282e-05,83.62635714720683
6.145350908443178,6.215254762452956e-05,-104.3903597966294
6.234413965087281,9.628438437437983e-05,63.49767532282576
6.323477021731385,0.0001165478560836397,-130.7373800759275
6.412540078375489,0.0001173181430692375,42.80653576868868
6.501603135019594,0.0001024581023078126,-131.0373433972894
6.590666191663698,7.021969094268284e-05,61.20170796996785
6.679729248307802,4.347435811291824e-05,-77.98630955171923
6.768792304951906,4.680637045278374e-05,150.4795560317454
6.85785536159601,4.260546686787651e-05,-11.3824292582918
6.946918418240114,2.669236537704011e-05,-172.6641346308344
7.035981474884218,3.193610415741834e-05,63.82695959231297
7.125044531528322,4.298180758012543e-05,-89.16366422121483
7.214107588172426,4.038291107655484e-05,108.0923837522048
7.30317064481653,4.416287567435576e-05,-92.86064414440496
7.392233701460634,5.748623449087722e-05,59.45811575527106
7.481296758104738,5.186792696843931e-05,-134.8148901496132
7.570359814748842,4.205379968591324e-05,49.2433844467501
7.659422871392946,3.396206825589791e-05,-111.3222528005553
7.74848592803705,2.050277063861004e-05,108.9198447989241
7.837548984681154,2.330405332630912e-05,-28.89267128559923
7.926612041325258,2.313936926270415e-05,157.2575366284983
8.015675097969362,1.247749813247339e-05,-39.46594637239684
8.104738154613466,8.861787073320944e-06,51.25661256620653
8.19380121125757,1.776403613991861e-05,-173.1875536087774
8.282864267901674,3.001210039830921e-05,-8.801577949443187
8.371927324545778,3.41910580407508e-05,160.4064270279289
8.460990381189882,2.548857068523307e-05,-45.51476612137798
8.550053437833988,2.401583204435137e-05,96.66155234487994
8.63911649447809,2.471739914504813e-05,-98.45956801621413
8.728179551122194,2.240780831902003e-05,76.88068022965048
8.817242607766298,1.444416203815256e-05,-97.72183227888424
8.906305664410402,1.273966175913116e-06,-142.7090170940389
8.995368721054506,1.576154944783997e-05,98.31518185196501
9.08443177769861,2.665375365336079e-05,-64.33301305981523
9.173494834342716,3.248875390798098e-05,135.9977906456026
9.262557890986818,3.406875698454297e-05,-26.79560259356858
9.351620947630924,2.940267291800737e-05,163.6019656233763
9.440684004275026,2.24238501620848e-05,-9.640703566369039
9.52974706091913,1.452270713466868e-05,155.0164811693641
9.618810117563235,1.213568767007008e-05,-85.43460506119051
9.707873174207338,1.517475519737223e-05,81.39752153623324
9.796936230851443,1.349067975462525e-05,-76.92720356936711
9.885999287495546,8.997640440012733e-06,116.7387629456143
9.975062344139651,4.283737133031794e-06,-2.887183254996967
10.06412540078375,1.068681457607537e-05,-133.2283075129259
10.15318845742786,1.237827761430593e-05,64.40855629281633
10.24225151407196,8.697283067622246e-06,-106.6304949418848
10.33131457071607,5.808623531466223e-06,39.63766566678945
10.42037762736017,5.942491430396665e-06,-157.6129485256369
10.50944068400427,4.055495716841971e-06,22.22198615906216
10.59850374064838,2.413582099186548e-06,-89.30745125889443
10.68756679729248,4.49798573548264e-06,109.4541270932106
10.77662985393659,2.065820412692623e-06,-86.4635429744243
10.86569291058069,2.610115745909918e-06,-156.0027481694509
10.95475596722479,4.896134542416071e-06,31.66677129917612
11.0438190238689,5.88500694780368e-06,-160.795240619204
11.132882080513,7.202230143620946e-06,-1.981899163778096
11.22194513715711,4.39755735142368e-06,146.4848373943812
11.31100819380121,7.327960422026839e-06,-101.7503921941866
11.40007125044531,1.487588441356136e-05,55.99721045072522
11.48913430708942,1.939496906293626e-05,-140.4701458146178
11.57819736373352,1.581910468386732e-05,33.64512815345437
11.66726042037763,8.205332781653678e-06,-155.6917048267868
11.75632347702173,4.399308657211638e-06,-39.09574864316332
11.84538653366583,5.319711107484901e-06,72.02887157926288
11.93444959030994,5.610590385113666e-06,-171.2414705734049
12.02351264695404,1.19775647647947e-05,-43.62460553410528
12.11257570359815,2.043638157366504e-05,126.6356463035526
12.20163876024225,2.443461662607287e-05,-62.05664391851765
12.29070181688636,2.341966508738451e-05,111.1150582391839
12.37976487353046,1.243880695396674e-05,-64.34048705732761
12.46882793017456,2.151366877556265e-06,-106.5615533666313
12.55789098681867,1.050380600184499e-05,103.241795060847
12.64695404346277,1.573572557361375e-05,-84.85731184164719
12.73601710010688,1.423031737938712e-05,96.99002491075633
12.82508015675098,9.774909977152461e-06,-53.62323594486929
12.91414321339508,6.24354709683591e-06,144.3476562307794
13.00320627003919,1.494228991513018e-06,-63.742457773628
13.09226932668329,3.449511749592947e-07,32.39375382024856
13.1813323833274,3.130709718052759e-06,176.0900198812026
13.2703954399715,7.709886207699252e-06,-13.59136455466168
13.3594584966156,9.795589686209002e-06,145.7655500795223
13.44852155325971,9.078796631617745e-06,-44.63615584810726
13.53758460990381,8.415027304810624e-06,132.3887213593422
13.62664766654792,1.072764602729982e-05,-53.32478621055987
13.71571072319202,1.052752972213871e-05,126.5220223991113
13.80477377983612,6.511931126256589e-06,-41.77767916772811
13.89383683648023,5.639689262828432e-06,-175.0308959935635
13.98289989312433,6.292308745469861e-06,28.91277588718599
14.07196294976844,4.115076579984038e-06,-105.4590070386288
14.16102600641254,5.310138546183773e-06,112.0920858360964
14.25008906305664,5.801590561942582e-06,-62.34483571940115
14.33915211970075,5.59627696767684e-06,132.1542402042971
14.42821517634485,4.332052147735391e-06,-34.56855858311951
14.51727823298896,3.708011554781082e-06,153.2737562371707
14.60634128963306,6.30820259288448e-06,3.555271380651198
14.69540434627717,1.175143862828473e-05,-158.8350576465332
14.78446740292127,1.36608447811753e-05,19.53362218200999
14.87353045956537,1.079647734149972e-05,-167.73091308906
14.96259351620948,9.749027322236886e-06,5.009635629024398
15.05165657285358,1.145007150140112e-05,174.8280117149676
15.14071962949768,9.18807283412215e-06,-14.31845109041569
15.22978268614179,6.887091632976057e-06,174.3259654080411
15.31884574278589,8.775399895100913e-06,23.38179194215565
15.40790879943,1.062863774143412e-05,-120.9551839288567
15.4969718560741,1.306665749236922e-05,88.20459255262266
15.5860349127182,1.333017020325732e-05,-78.89773320778467
15.67509796936231,8.824739801578774e-06,111.5219648056805
15.76416102600641,6.663081088681404e-06,-11.14619376966949
15.85322408265052,1.308573198773876e-05,-173.0597084375401
15.94228713929462,1.39758637966843e-05,4.362891966342315
16.03135019593872,9.856079781900397e-06,174.9387646047346
16.12041325258283,6.508075202479974e-06,-40.85128218470141
16.20947630922693,7.042777640938386e-06,52.5083065042078
16.29853936587104,1.581132666367188e-05,-170.8016193132165
16.38760242251514,1.890742708566076e-05,-4.479992912385307
16.47666547915924,1.335373416459279e-05,168.7396688266886
16.56572853580335,4.958389390815044e-06,-19.87524374532829
16.65479159244745,5.810117221300775e-06,-0.6781223809654864
16.74385464909156,1.483962226179616e-05,164.1649837044217
16.83291770573566,1.884551032500782e-05,-30.61446346465182
16.92198076237976,1.81912424459537e-05,136.81107188791
17.01104381902387,1.391592796178624e-05,-58.76020424956973
17.10010687566798,1.054058422836467e-05,108.7853719587391
17.18916993231208,5.984560579364918e-06,-63.64141128886392
17.27823298895618,3.358554429218053e-07,-118.2752472043954
17.36729604560028,3.310821223753141e-06,91.66023372841261
17.45635910224439,5.044194180826552e-06,-126.388488636411
17.5454221588885,4.580563837108718e-06,53.15592750825872
17.6344852155326,3.343225213046722e-06,-93.45311721637432
17.7235482721767,4.573999903005155e-06,131.285062820267
17.8126113288208,8.46031955912639e-06,-31.30221890219609
17.90167438546491,1.104299053910303e-05,151.7304580894585
17.99073744210901,9.78539351241167e-06,-18.67139509345221
18.07980049875312,5.39633182537751e-06,179.1114261311909
18.16886355539722,1.741749035897234e-06,0.7368939321399323
18.25792661204132,2.63324669471199e-06,135.9125861830034
18.34698966868543,5.357869350837681e-06,-54.85436093846353
18.43605272532953,8.232555331367625e-06,122.2208140777489
18.52511578197364,1.019944331161135e-05,-56.53376204353605
18.61417883861774,8.549615957344912e-06,113.3822305881776
18.70324189526185,4.247860244782218e-06,-111.0236826735317
18.79230495190595,5.429498210670753e-06,26.93633476019751
18.88136800855005,8.177930137494246e-06,-157.6060482448118
18.97043106519416,1.085073092590329e-05,-3.219452722476011
19.05949412183826,1.173367716670606e-05,160.9147448230052
19.14855717848237,8.83683931386911e-06,-27.7716660782662
19.23762023512647,7.333179735758159e-06,135.650909805509
19.32668329177057,6.481427135725758e-06,-54.01715487869884
19.41574634841468,6.24548102939524e-06,103.354668349495
19.50480940505878,6.482408529624208e-06,-71.51766183962809
19.59387246170289,4.925399926416608e-06,131.7225647555219
19.68293551834699,4.185010406180044e-06,-127.9535799548766
19.77199857499109,1.009447289692983e-05,15.18680859479208
19.8610616316352,1.441778478030409e-05,-178.7453181326625
19.9501246882793,1.936370984282874e-05,4.563696522694976
20.03918774492341,2.103386666701209e-05,-164.5133379021515
20.12825080156751,1.858328288487506e-05,25.62138643161522
20.21731385821161,1.636849857066368e-05,-143.8011272695564
20.30637691485572,1.378115033142247e-05,47.83774480331007
20.39543997149982,8.240412772006895e-06,-115.9446368444546
20.48450302814393,4.801795896112781e-06,106.7265135561197
20.57356608478803,5.808297958738922e-06,-33.53747413749667
20.66262914143213,7.326569750500443e-06,167.2279309
20.75169219807624,7.70487068565131e-06,-4.404736730658589
20.84075525472034,6.681352706802356e-06,-178.0313007892939
